,0
265,flown share flights from domestic international through various companies American Airlines far the worst experience have ever had The air was humid and hot the seats are cramp for reference and legit touch the seat front which not normal thing Also had terrible experience with their incredibly minimalistic minded staff the departure desk when flight was already filled AFTER arriving the airport and reaching terminal That was unacceptable Although remarks seem harsh never encountered airline That consistently couldn meet expectations NOT FLY WITH AMERICAN AIRLINE YOU CAN HELP
266,American the worst airline have ever encountered Their aging equipment could not handle the headwinds from Paris May and had stop refuel Every other airline made across the Atlantic that day except American were the only airline the ground Bangor Maine where waited for refueling Along with the full fare business ticket came condescending chief staff who refused identify himself When tried call customer service there phone number You can write email and get formulated response your complaints that doesn even address your reason for writing Many people advised never fly American Airlines and should have listened Don foolish enough give them your money and insulted lied and arrive hours later than scheduled
267,Unacceptable customer service Stranded daughter refused assist risked her safety not mention the financial burden caused
268,Completely disappointed American Airlines new husband and booked flight cancun Three weeks before our departure logged check seat status only find out have pay additional per passenger order sit together the tickets weren expensive enough called customer service and pretty much got take leave attitude from the supervisor Not attempt effort try assist whatsoever This the last time use this airline
269,American the absolute worst customer service have ever experienced Complete incompetence when something goes wrong Cancelled flight which they should able have clue how fix service help direction and agents were rude and very unhelpful will never use them again Cancelled flight booked then United then that flight delayed then missed connection and hours later hopefully getting airport Only given that was automated help Help desk sent different desk then different desk then back ticketing then United wouldn help Extreme incompetence Americans part and United was fairly useless well once their flight
270,This has been the worst experience have ever had with airline Every flight was late which made miss our connecting flight Had layover after layover and American reps acted like was our fault and put stand witch wasted about day being tired Lax and Dallas and Chicago Very unacceptable Will NEVER use American Airlines again even was free understand why all the reviews read American has the worst customer seser
271,Got message that connecting flight was canceled arrived Were told they booked another much later flight another airport Was forced pay cab ride another airport for much later flight apologies were told standard SOP Staff was rude and uncaring
272,Airline continuously gets worse travel every week from South Florida Intl airports have excellent vantage point
273,For leg today American ether having equipment problems the plane cancelled second flight and put another only arrive Chicago sit the Tarmac for minutes without any good explanations from the pilot
274,was first time flying with the worst experience ever had
275,Worst customer service ever were over hour late departing from Nashville which made miss our connecting flight had wait hours catch the next flight Vegas which also left hour late waiting catering for minute flight that did not even serve drink food missed our night Vegas since didn arrive til the morning were tired after investing over hours dealing with the flight situation
276,Next have flight for departure onthe way home minutes after our departure time have back the terminal because they need reboot the computer system Why isn all the testing done prior getting board who knows are now going hour late which probably means will miss our connecting flight once again This the worst airline fly with After paying airfare you would think the quality and service would little bit better have never encounter any these problems with Southwest and southwest doesn make you pay for baggage Rant over Pick another airline for your own sanity
277,Well start off saying trip with American Airlines this past weekend was the worst trip ever From going Jacksonville coming back Virginia Both ways planes were delayed Never was apologized taken into consideration that had infant waiting around airport for hours was told that they would call gate and let them know was THEIR fault was behind Ran across the airport the gate find they had already borded and the most disrespectful customer service agent have ever met Who looked with the stupidest face and said what would you like like really get home that all wanted will never fly again with this airline Horrible service
278,left our iPad our flight from Lexington Charlotte Monday realized after arrived our gate the connecting flight Baltimore asked the gate call over our previous flight gate and check for The attendant the old gate confirmed they had our Ipad and could come get Unfortunately didn have time back and get our new flight was boarding minutes
279,Our previous flight was delayed and only had about minutes make our connecting flight all the way across the airport brisk speed barely made with minutes spare knew there was way back get our ipad and still make the connecting flight Therefore asked them turn into lost and found and would call the next day arrange for shipped home was nearly and there wasn any other flights out that night Baltimore
280,Signed for the American Airlines Citi rewards card August Planned using the bonus miles for flight had February January and after numerous calls American Airlines had not received bonus miles yet had met all the spending requirements They were finally able loan miles book flight but had pay processing fee since the flight was within days booking had spent hours the phone with various representatives the months prior trying sort out the problem yet they would not waive the fee
281,The worst flight have taken EVER
282,hrs delayed and then they made everyone line recheck their seats and had one lonely agent rebook entire international flight Never again will fly Anerican
283,Our flight from Guayaquil Miami was cancelled service alternative offered Terrible experience
284,have been flying for years and have flown mostly with Delta have say have flown with American Airlines once before few years ago and had bad experience But decided would least try them again Let tell you was reminded why did not like flying with American Airlines This are far the WORST AIRELINE EVER Fly with Delta you won regret They have the best customer service and NEVER had any problems with them With American Airelines your flight delayed and they don even tell you what going The Airline staff don answer your questions but will refer you number call instead helping you when are literally face face with them will NEVER FLY AMERICAN AIRELINES AGAIN
285,Completely unsatisfied had round trip from Columbia Las Vegas Flight out Columbia was cancelled due lack crew Delayed hour returning out Las Vegas Get North Carolina connect back Columbia cancelled because maintenance was taking too long have severs encounters with American and United like this will only fly Delta now
286,Going home from Reno Honolulu like any other flight was fine till stopped and made connection The plane was boarding and myself mother and Baby girl that was wearing were ready since were that morning Almost board and the American Arline attendant offered anyone would like stay behind they will offer voucher thought wow could really use that stepped out line and asked the woman taking boarding passes who need see She pointed the lady that made the announcement stepped over and nicely said volunteer She took phone call and said hold patently waited When she finally got she asked what needed and said volunteered she replies with you didn argument aroused and spoke with the supervisor long story short had very nice gentleman speak for and tell the supervisor heard everything and did volunteer was called liar her own words and was told not getting the voucher Why would step out line And with crying baby the end was tears from feeling disrespected and hated that they thought was being dishonest Even with proof
287,only giving one star because there option for negative rating This airline nightmare Our connecting flight from Charlotte San Juan left late and then turned around half way return Charlotte because was more convenient for the airline service the plan there had fly around and burn fuel before landing arrived Charlotte about the same time would have landed San Juan result missed our cruise departure The staff Charlotte was incompetent and rude were then routed Philadelphia and Thomas catch our cruise day late They assured our luggage was transferred the plane headed Philadelphia was sent San Juan where were longer going Once finally arrive Thomas after two days airports and planes our luggage was once again not where they said would The representative Thomas pretty much told our luggage was our problem After refusing turned away and pointing out they lost our luggage she reluctantly called and found out another airline flew from San Juan Thomas missed full day our cruise vacation port call and prepa
288,Terrible customer service Refused seat next traveling companion because failed pay the additional fee reserve seat advance They say you should pay the fee but don explain that when you buy the ticket Ended paying reserve seats the first leg the trip but couldn even get Seats the same row the second leg the trip American Airlines personnel had you should have known better attitude
289,frequent flyer currently working second million miles Most accumulated mileage other airlines merger with Air has resulted better scheduling out home city Recently decided try again due attractive European fare for wife and myself The trip was nightmare requiring hours get Athens Greece due equipment malfunctions which led weather delays and crew timeouts took days for baggage catch with were instructed purchase clothes and toiletries for which would reimbursed has been month since first attempted file for reimbursement has given very poor directions how how file and does not support its website You are unable talk with human Bottom line that they are showing serious interest reimbursement
290,Atrocious Airlines Worst experience ever Will never fly with them again Not only was the flight cancelled due part that was needed and then the maintenance install part but also due crew rest restriction flew out next day Lost day our trip and bag didn arrive til days thereafter They messed the boarding pass and had thru security check over Sent back ticket desk each time What debacle was the trip that wasn meant taken had pay for taxi back airport morning from hotel The communication beyond poor The left hand doesn know what right doing The customer service beyond lacking Beyond disappointing vacation destress and relax person This only aggravated and caused more stress When you can change your underwear for lack luggage vacation couldn swimming bathing suit get into pajamas etc Just epic fail lost wages from work and the stress anguish and aggravation priceless cannot get the day back that was lost and the cost hotel room due shabby and incompetent They care not their customers only their bottom line Sad
291,Not customer service oriented
292,That says all Rigid policy
293,First time flying anything other than southwest yes there difference never again
294,Promised limo ride and quick transport another airport after bumped due change planes causing fewer seats Agent was helpful and professional but she had passengers rebook missed first option for reebok then ratty van pulled transport hour away Smelly Hole ceiling where vent should Not pleasant experience
295,Poor customer service leg room late departure
296,When you fly lot eventually something will happen out the ordinary flight from MIA Santiago Chile had mechanical couple hours before the flight time they decided fly the next morning was business class and ExecPlat level which probably made difference but they were great Booked top floor suite nearby hotel and the daytime flight the next morning was great Everyone dealt with was tops not mention much prefer flying during the day rather than red eye flat bed not Five stars
297,American has always been average best booked flight and had some delays due weather and they accomodated fine far that was concerned However paid for upgrade first class one flights that day and missed that flight because another delay the tarmac was unable use the upgrade purchased any other flight and still currently trying get money back Which proving expeptionaly difficult and they offer way try and recieve refund other than through their website been several weeks and have still recieved information any response what ever from the airline addition small planes they offer valet baggage check for bags that dont fit the overhead compartments They return your bag you the jet bridge They mishandled everyones bags and don have efficent method returning your bag you American Airlines has never impressed but this ridiculous will avoiding the airline for any travel needs from now
298,Mechanical problem had sitting jet for hrs was know that jet had mechanical problem when landed frim previous flight was international flight was also know that once mechanical priblem fixed would take over certify fly The crew did not advise that peiple coyld rebook flights Continued advise leavung shortly After hrs advised people could longer and they were okd get off and reboo When rebooked did not get seats together priority boarding which had paid for orig flight
299,lfew out little rock dfw and after our flight was delayed min then got notification beforw even got into the air that our flight miami from dfw was delayed hrs and our next flight Kitts would have poatponed til the next day How can you delay flight hrs Absolutely unacceptable This the second time have flown with them and the first time after days stuck vegas rented car and drove home Correct they never got home and wouldn reimburse WILL NEVER FLY WITH THEM AGAIN
300,The inflight entertainment system was faulty The film kept jumping forward back the beginning making impossible watch movie The food selection was limited and was not business class standard The service was slapdash will never fly with this airline again
301,Dear American Airlines
302,daughter and traveled from Paso Chicago
303,are always very happy with the services but more when forgot purse the airplane
304,thought that could not able get back
305,After our mid point flight was cancelled the desk agent shouted everyone lining that was faster take card and call the number
306,The rebooking the flight for the next day went fairly smoothly but when transferred another agent for help finding hotel things went downhill
307,The agent sense geography allowed her offer nice hotel Niagara falls about hour and half from Toronto International After couple more failed attempts but closer the airport gave and found one our own
308,Grade for agent helping with finding hotel
309,Grade for desk agent shouting the lineup hotel vouches Only going say this once
310,Bogota miami travel route round trip complaint about the plane which the trip was made torn carpet dirty tables cramped cabin old plane The rate not inexpensive but seems
311,not recommend traveling through American Arirlines least latinoamerica route miami
312,This the flight via American Airlines that friend family member mine has experienced issues The first were from PHL CMH both separate occasions year apart were delayed multiple times and then threatened with cancellations with compensation other than apologize for the inconvenience The from this week and completely different state flew passenger connecting flight then delayed and canceled said flight leaving her stranded due poor lack maintenance YOUR plane The only explanation received was don have the money perform proper maintenance don have parking lot full spare planes waiting substituted Really That reassuring Not take time off work and time out our schedules for these trips purchase transportation via your airline and you have proven undependable not but THREE separate occasions costing money and more importantly precious time with loved ones will not using the future and will sure discourage others from utilizing such poor unreliable service
313,had flight out DIA and had the best service with Judy Dillon She really was helpful and kind Thanks for every thing Judy
314,Not bad flight all The flight left time The flight attendants were nice and gave tasty little packaged biscuits And didn give anything but smile when asked for Diet Coke after drinks were already served The initial descent was bit rough but that isn the pilots fault just some turbulence
315,wanted change the time return flight from vacation called customer service prior changing and they said that would only charged additional ish from prior round trip since simply changing time went online proceed thinking that they only charge additional for the time change couple days later bank accoutn was charged for the flight change called their customer service rep sounded like was high and reading off script far responding concern was told file complaint their Customer Relations Form Filled out and although they apologize that was mislead they still denying refund will never fly with their service again They misleading their customer service has personal experiences and they basically steal straight from your pocket and just say sorry
316,Very disappointed with Been loyal customer for the past years Tickets are overpriced Customer service non existent Seats keep diminishing size Planes are outdated entertainment most planes All they done get new paint jobs Slowly but surely becoming United salesperson This the correct heading for another Chapter episode International airlines are innovating air travel but continues their lack customer care Ive been subways more confortable than airplanes
317,Flight first gets delayed for mechanical issues and comes back gate Apparently gets fixed and goes out again Tarmac Only told mechanical issue again Then second issue comes out that there issue with how many hours pilots are working Flight was and now hope leave They thank for our patience and reward with voucher Not single stewardess knew what was going Lack accountability the reason why American Airlines consistently ranked last Flight companies every year They should have identified this mechanical issue pre flight and not make passengers endure this inadequate service course they use passenger safety excuse for everything that their shortcoming The merger American and airways allows for less accountability Never flying American again
318,NOT FLY AMERICAN AIRLINES have had the absolute WORST experience out the other carriers have flown before Their customer service almost non existent and they will just rip you off and not care had connecting flight Miami that THEY scheduled for which boarding time was and departing time was first flight Miami landed time the time was actually off the plane pack very light and had one small backpack was about literally RAN connecting flights gate make sure got there time check and board return home When approached the gate the gate worker asked aloud anyone was next and after said that was the flight responded very rudely too late rebook the rebooking station and said that printed out boarding pass and handed girl who was stand with her boy friend also stand basically did not want undo what had just done which was give seat away when got there when was supposed The lady the rebooking station then tried CHARGE rebook for something that was not fault was
319,Booked straight their website Ticket BRU SFM the wat back hours delay Asked for compensation telephone and meal costs one has notify family this huge dealy
320,always travel with American Airlines and this time had one the most helpful agents experience Patty Donnel was very helpful with getting seats especially traveling with year old isn easy and that when extra help appreciated the most Thank you Patty Donnel Keep the good work
321,Not very impressed The flight staff was anything but friendly suffer from severe flight anxiety and when speaking with the woman working the gate she indicated that that sucks and when requested seat change sit with traveling companion due this medical condition she was anything but accommodating and basically told deal with This resulted three hour flight while experiencing full panic anxiety attack with compassion assistance from the flight staff Not impressed the least bit with the staff aboard airplane and the total lack consideration received This not first bad experience with American Airlines and makes want fly Westjet exclusively they are always accommodating friendly and ensure your experience calm and comfortable possible The staff was rude unaccommodating and their service was outright atrocious overall
322,fly frequently and experience with has been consistently awful Most recently flight canceled due crew member not showing was placed another flight the following day that had additional layovers because that was all that was available
323,was not home city the agents gave voucher for for cab fair hotel but when tried use was told needed pay out pocket and contact Customer relations get reimbursed There phone number for Customer Relations apparently they not have phones only email never got email response and was never reimbursed
324,And that not frustrating enough because was added late the alternate flight was the last board somehow ran out overhead space two separate flights and they had check small round carry pleaded with the flight attendant let keep because had valuable fragile gifts but she insisted and broke will never fly again Not just because their customer service terrible literally non existent
325,Worst airlines have ever taken and fly frequently Flight destination had hour layover for very close distance from the way back flight was randomly changed and apparently was longer original flight Went from flight noon flight with explanation why Never taking American Airlines ever again
326,Worst flight experience ever years flying The staff rude and aren empowered anything when flights are grounded due their called mechanical failures Flight Santiago Chili and back both had mechanical failures causing missed connections and hours airport both ways When contacted them when got home were given few points our frequent flier miles and lame sorry try again letter will cold day hell before fly them again unless have course the rate they are going they won business very long
327,American Airlines has the best customer service They always try fix any flight delays any problems that may arise have always been very satisfied with American fly with American least times year After flying many other airlines and experiencing unacceptable service have grown love American Keep the good work
328,Worst experience think could have had First flight late Missed connector flight Sit over hours waiting for next flight They throw the next flight all the way the back the plane was the one inconvenienced for that move from seat seat then arrive Greenville find out bag isn here sorry about that again NOT fly with this company work for Cadillac and Mercedes Benz and don handle treat out clients anything like this This the first ever flight with American Airlines and will the last
329,Worst experience ever Was told flight was cancelled due mechanical issue with flight attendant chair being broken and had rebook Tried rebooking was told the real issue with the flight was having short crew While trying rebook flight midnight was told earliest flight was Then was told found something that would get home hrs after should have been home Had call times and give them flight number found off their website order get flight that got home Was hung and was also not given hotel food vouchers Had spend night the hotel and didn get sleep for over hrs Worst experience ever Filed formal complaint with them probably will never hear back from them This the short version due character limitations have also shared this experience with all friends
330,husband daughter and travelled LAX and from Sydney recently were extremely satisfied with the customer service this airline right from the get They were all friendly and very helpful definitely flying with you again
331,The flight from lucia miami was delayed for hours due mechanical problems Not enjoyable but understandable what was unacceptable was americans treatment all the impacted passengers were either completely ignored for hours when the employees would talk were lied about when the flight will take off the fact that there would hotel accomodations none after they said everyone would get one they said ticket agents would ready and waiting when got miami wait hour for the ticket booths open and get line behind everyone else Every one the employees was dismissive and rude
332,They suck can explain what happened the Whole process due the character limit But and sister had flight booked but then the lady the check came with all these excuses why couldn such Well can control Mother Nature and You were here late when the flight hadn even landed yet Also came there two hours early but first they pushed the flight from then changed then again pushed back now missing school Monday April just because the flight but sister has day off Monday you read this whole thing you should probably choose another airline because THEY SUCK
333,Flew American from Denver Charlotte February Seats had more legroom and width than any other domestic carrier flown the last year Crew was friendly and helpful thinking switching American whenever can
334,Worst Airline Ever been waiting for this day for very very long time was excited started packing weeks advanced And this morning woke and when got the airport thought will smooth flight but turns out FLIGHT WAS CANCELED PUERTO RICO had connection flight From New York Kitts Puerto Rico But then PUERTO RICO CONNECTION FLIGHT WAS CANCELED TOO And had catch cruise And all the staff ignored Please don take American Airlines Save your money
335,Paid for priority boarding and upgraded seat Did get seat until after everyone boarder Mived the gate min before the flight
336,Worst experience have had flying
337,not surprised see such low ratings for American paid for first class upgrade check for flight March but should have saved money Service waa the slowest ever experienced coach class Took minutes get drink and nuts and was the row Now today check bag and seat has been relocated from row the back the plane Best they can now exit row Called American complain and nothing they can fly often and fly Alaska Delta and American avoid American the future Alaska service and attitude their employees blows American away every day every flight
338,never been hassled for carry Took three flights all the same size planes and carry fit just fine Get last flight and they half ass measured and claimed wouldn fit saw people with bigger bags make onto the aircraft and put their luggage the overhead bins with problem This HUGE inconvenience because bag the standard carry size and has NEVER had problem fitting this ridiculous Now not only have wait for carry the carousel further delaying commute home but also praying that the breakables suitcase don get destroyed after being tossed around Thanks American Airlines will NOT flying again
339,The customer service with this company horrible first flight with them left time and then arrived early but stayed the runway for mins after landing Then get connecting flight and they tell they have given seat away because wasn there mins AFTER they started boarding the flight was time for flight and got there before flight was suppose take off and before their minutes before they are suppose suppose the doors When got their help desk they told would have put stand for the next other flights along with other people because there are other seats available any other flight Then they have the nerve trying get pay more get another flight that wasn even close destination and with word would get stuck the airport they would sending either Now missing work for who knows how long because they don even follow what they have printed their fine print every ticket
340,American Airlines changed the size the plane are taking for our vacation The new plane smaller and now family longer has assigned seats yet every one else the plane has assigned seats and there are only random single seats available through out the plane American response was that this happens sometimes and all can the website daily see someone cancels their trip and can take their seats The kicker that the airline rep said that since kids are yrs old and under when get the airport they will have rearrange seating allow board since the kids cannot sit themselves This absurd practice since will only cause confusion and anger the airport American should proactive and resolve this situation ahead time will never fly American again and will telling everyone know about this
341,Heartless
342,admit messed the booking first But called within hour change the flight most airlines forgive this you quickly enough and the flight not processed They did Fine The problem the lady the phone booked the wrong day for flight
343,call again fix this the next day when caught the problem The flight need for tomorrow They said they longer have seats and that there nothing they can Nor will they compensate nor will they refund ticket even though they made mistake and because the time lost booking the wrong flight that can make the flight actually needed
344,Normally would mad but beyond distraught now because that flight see aunt Texas who literally dying because they found lymphoma her bone marrow the other day and she will likely her way out any moment
345,Never book with American Airlines They have some the worst policies have ever encountered had round trip flight booked but due unforeseen circumstances ended only needed take the returning flight Yet only take the returning flight and cancel the departing flight would cost DOLLARS between the cancellation fees and change fees Furthermore cancelled both flights they would credit account yet access that credit would cost and additional DOLLARS out pocket change flights Lastly were simply not show for departing flight hopes only taking the return flight that would void return flight entirely Overall booking with American Airlines has proved horrible experience their policies are unfair unbudging and unhelpful the customer not book with them you hope have positive experience
346,EDITORS COMMENT This global policy that all airlines use you are flying the cheapest non flexible fare This definitely not unique this airline the USA
347,flew out Des Moines March standby knew was spring break and would challenge get out had ladies named Angela Frey and Lindsey Elder everything they could get They were wonderful and very polite They had very good attitude and worked with all the passengers very professional Anytime anyone had question they had Answer They made everyone feel comfortable
348,very comfortable business class seating The service and food needs lots work found the staff very rude and unhelpful The lounge experience Australia was great was qantas facilities The lounge was poor and dirty
349,Connecting Flight cancellation Full fare first class seat sold out from under with notification even though was the gate hours prior boarding assistance rebooking cancelled connecting flight Lost bags routed different airports
350,Took hours get from Dallas Cleveland normally hour flight
351,lost wallet with corporate credit card flight from Savannah International JFK Three days later received message work number from rep who said had wallet also requested LinkedIn had read company name the credit card and sought out with that kept the ticket counter and was able express Fedex back Philadelphia where work was polite and welcoming the entire time Also bought round trip plane ticket Savannah about week advance and was still pretty cheap Very satisfied
352,will never fly American Airlines again waited for hour the gate let off the plane Many people flight missed their connection connecting flight someone scratched leather backpack from Florence flew over six hours Honolulu and you had pay for meals the flight Really much paid for ticket This airline complete joke and will never fly with them again
353,EDITORS COMMENT Yep they charge you for meals most the other airlines fair though
354,Don ever fly AMERICAN AIRLINES They cancel your next day flights and wait until late night after you bed asleep let you know Then the flight you rebooked shows late therefore missing your connecting flights then you get rebooked for the next day missing whatever event you were supposed attend that day you the terminal bright and REALLY EARLY catch your rebooked flight the counter workers get work late not time make the two hour prior rule once again especially when they tell you there TWO hours prior and you only have minutes left get through security and catch your plane Then when you get ready board they double book seats and now you have wait again for the next flight therefore missing all your connecting flights Then after you FINALLY get flight your flight attendants act like prison guards course your flight arrives with less than minutes catch your next flight you have run like sprinter hopefully catch your next flight American Airlines you truly have issues
355,There doubt that american carriers general lag behind their European Middle Eastern and Asian counterparts anything from service equipment entertainment
356,recent flight came new low least far entertainment concerned The available selection and more the interface something would have expected see but certainly not The movie selection was minuscule even compared carriers such United
357,The New release selection was comprised handful features and most them weren even that new The oddest thing and the main reason compare technology that the features are not demand they have cycle and you have either watch what progress wait for the next feature start honestly haven seen this since this since the era
358,The food general mediocre but since flight originated London probably better than had started trip Miami Generally speaking find that the quality food carriers better coming out Europe rather than arriving into
359,Will never fly this airline again booked round trip Bahamas and had make change return date Their change fee excessive More than the value the return flight was changing credit tickets have absolutely worthless
360,Absolute WORST airline the industry American airlines does NOT care about their customers the least Once you book flight with them and they get your money than you can just forget about receiving ANY customer service after that American states LARGE print they want their customers satisfied with their experience flying with American but that simply NOT true Upon writing American several times work out resolution issue that American was responsible for American only responded with automated cut and paste mail with generic babble that they filter out all customers who have been decieved American You can forget about calling them they make you can call resolve issues but only through pony express mail which you will only receive the typical cut and paste response basically stating tough luck After record breaking profit BILLION dollars that American profited the last quarter they STILL refuse compensate their customers for error their behalf The worst airline the industry UNDERstatement and thee most unethical EVER witnessed lifetime
361,The aircrafts are REALLY OLD and the milege program THE WORST THE WORLD
362,Trash this airline absolutley the worst delayed two seperate flights that had multiple times wasted entire day the airport and person part the shitty staff could answer and questions Never ever flying again they shouldnt even allowed opperate currently still sitting the airport writing this review flight has been delayed two more times Absolutley Unacceptable
363,Horrible Rude staff boarding our flight cousin was helping with carry bag when were rudely separated the front the plane and told that cousin could ahead but must wait for the passengers the pointy end served beverages aware that those who can afford the extra cost sit front probably deserve priority but doesn mean that those use who fly cattle class deserve treated cattle When made the row our seats asked cousin stand and put small bag into the overhead locker The very rude flight attendant then yelled yes yelled sit down and allow others proceed their seats She was clearly aware what caused the delay getting seat Appalling totally appalling Qantas you made mistake when you partnered with American Airlines
364,was depart today Flight was delayed told mechanical problem new departure time But first had different gate gates away But then that was the steak after went gates away they told back the original gate Handed out lunch vouchers use airport for lunch One person handing them out people Stood line for one hour get Voucher Now sitting the plane Plane has still not taken off Apparently they can find the copilot This airline composed the the biggest bunch incompetent individuals who not have ANY sense urgency clue about customer service will never take this airline again
365,Rude unhelpful staff flight was delayed til morning and they did not offer hotel They said all our hotels are booked you get one you can send your receipt for refund Really ended sleeping the airport until morning when flight was delayed again for short time one communicated with properly and did not feel that American cared all will not flying with American again
366,flight was delayed Toronto therefore missed connecting flight Atlanta member staff appeared care that this misfortune was not fault but the fault the airline asked for nothing Simply for staff show some way that they cared could taken the form concerned question maybe beverage whilst you wait etc will all means avoid using American all future trips The market too competitive for this complacency
367,was flight and the flight was delayed missed our next flight and were stuck innthe aiport Philly ALL DAY The staff was absolutley horrid would NEVER reccomend this ANYONE there was zero rating they recieve The flight attendents told some parents that they got handle their kids lives maybe their kids would little better bahaved when the kids were not doing anything extreme Horrible flight horrible attendents
368,Never repeat NEVER fly with Three flights had small maintenance problems which led hour delay flight hour delay the second flight and hour delay and then cancellation last flight Not only are the American Eagle jets constantly breaking but the employees leave you the dark for the entire duration the delay They wont inform you what going and they constantly tell you its going about more minutes They give you voucher for pos hotel and dont tell you that the shuttle the hotel closed after certain time you can help would highly reccommend flying with anyone but
369,The worst experience life was offered voucher toward next trip absurd since the company caused over and precious time will NEVER travel using American Airlines for the rest life
370,This the most horrifying and terrible airline ever This was very first time flying and was terrible trip there and back was scheduled leave Friday from Jacksonville Florida and arrive Charlotte North Carolina however flight was extremely late and arrived later when finally got North Carolina flight from North Carolina Baton Rouge was cancelled had stay overnight North Carolina and missed very important event that was scheduled attend finally got Louisiana the next day When was departing from Baton Rouge flight again was extremely late leaving and while were still the air flight from North Carolina back Jacksonville Florida departed which resulted staying over night again North Carolina American Airlines will never get business again and will not recommend this airline anyone terrible
371,accountability flights flight was cancelled due weather yet other airline had cancellations flying same destination They will not reimburse for ANY expenses you incur due your flight being cancelled
372,Flights were time but the staff were rude both flights Not helpful all
373,there was star rating would give flight was delayed and was not compensated The support staff was lazy and more interested gossiping than helping customers with schedule changes The attendent had not shred humility courtesy barking customers fasten their seat belts without much please Seats are tiny and dirty Hire service staff that understands what serving means Clean your planes And offer compensation ALL DELAYS more like Cathay Pacific
374,quite possibly the worst Airline you can stuck with say stuck
375,Completely unacceptable Every time fly American Airlines there are more problems than can count fly all over the world with various airlines and never have experienced what with last flight which had booked months advance visit home over Christmas holidays Madrid NYC Charlotte and return was quite bad was moved seats from the window the middle with other choice the did not work flight entertainment and bad customer service leave last option when booking flights and this why
376,were design customer service platform that had the mission making every person flying airline pissed off BEFORE boarding the plane would copy the model Seriously the worst airline have ever flown This compared budget travel airlines Southeast Asia Your rep are the most rude individuals have ever dealt with travel would JAL didn kick your ass their flight service
377,was supposed fly with for short trip and all ready for flight but when got there the guy told there weren enough spots the plane when had purchased ticket month advance told talk the people the desk from and showed where led the wrong desk making wait line for minutes have this other guy tell need across the Then when get the right desk told them situation and the lady tried charging and night the airport with offer hotel for the next flight the morning They were then telling missed flight and that was fault when that clearly not what happened requested talk someone else and another lady issued standby with stop Chicago The flight Chicago only had seats open when checked and are terrible updating the info that being said they were bound fill then ended not going have the same experience with them Chicago wasn offered any money back return All can say extremely disappointed and with experience and will longer flying with them ever again
378,They refunded ticket due winter storm They cancelled the flight They will not refund seat upgrade phone calls emails refund
379,husband and paid extra for our seats and from Honolulu for our dream vacation These fees were that could sit together for the flights and for extra leg room never got the extra leg room any the flights and had argue with the counter people even get sit together
380,Worst service unacceptable NOT FLY WITH THEM YOU NOT HAVE Our flights had schedule change and were not notified addition when they rebooked onto another flight hrs later they did not give priority boarding preferred seats which paid for when made our reservations Reservation agents were rude and condescending the airport ticking reps REFUSED check pushed from person person even after demanding supervisor times Management never returned the call directed they would Due the schedule change our connection flight was changed and were given less than min land taxi change terminals and board before our next flight was depart Customer relations answered the complaint with generic email response stating they were sorry for the inconvenience and hoped would fly with them the future and then followed with phone call that told there nothing they can about the experience service lack products received and back online and file new complaint about the complaint
381,fly frequently from Maui Phoenix American Air direct flight Its always the same plane easily identifiable the condition the plane looks like East German Surplus Every surface looks like mix faded layers paint caulking dirt adhesive etc You can see signs repairs all over the plane interior and exterior While going the bathroom the service door behind the seat often falls open Not very confidence inspiring
382,Broke worn interiors was four different planes and All seat cushions were like towel tin plate Flight attendants were all worn out too Overcharged twice for seat selection they xtra charged cancelled flight and xtra charged Again the reschedule flight Sad experience fly American Airlines Nickel and dime robbers every turn one star rating for BFYCMT
383,American Airlines disappointment that just shame
384,Employees are rude and disorganized After seeing all the bad reviews realized experienced the same crappy customer service the rest the people here dont give bad reviews unless the company terrible and terrible dysfunctional and unapreciative company your used good customer service and like feel wanted try southwest airlines now thats great company First and last time flying Not worth paying couple hundred dollars less for terrible customer experience
385,flew into Hare get connection Philly The Philly flight was leave was pushed Since had sat for three hours from LAX Hare figured walk and down the corridor constantly checking flight information The ticket stated the gate board minutes before and would close ten minutes prior departure The time was never changed arrived the gate and was told was already full closed and leaving asked why since was there within the boarding time and they said flights can leave early without notice Apparently you are notified delay but not going early now standby hopes getting home United apparently has reciprocal relationship with and was switched from United because the storm The professionalism and courtesy the ladies spoke with were extremely poor and will let United know about this experience very unsatisfied with and hope avoid their services going forward
386,These scoundrels would rather hold onto disabled person than handle customer service query with any sort professional dignity Calling back four weeks after made the complaint bad enough but immediately informing that you were not the wrong completely unacceptable broke leg shortly after booking flight with called Reservations request upgraded seats They made pay for seats both connecting flights but ultimately only received upgrade the first flight Even then there was actual legroom they just stuck the front row where could kicked the flight attendant the entire flight the second flight was completely ignored and not given what paid for Telling there record the account that was injured outrageous lie evil corporation This one first ever experiences American company and really makes question American integrity honest
387,Your airline sucks Ian leaving house get flight Miami fly Brazil just arrived backfr Germany hours earlier platinum executive with all your apps downloaded phone After sitting plane just been told that our crew just left Miami and will not there before which means missing connection How the century can you not send out email when you know there crew This not only very bad customer service but intention miss information wonder with whom you merge again when after the next years you are bankrupt again Your luck only that all the other Airlines are bad and can keep together either fly allot and Airline are the worst there You clearly world when comes flying
