Customer_ID,ItemPurchased
Id 439,Item 1
Id 167,Item 64
Id 217,Item 2
Id 300,Item 29
Id 564,Item 26
Id 253,Item 40
Id 89,Item 21
Id 142,Item 55
Id 815,Item 2
Id 200,Item 65
Id 738,Item 48
Id 571,Item 17
Id 663,Item 68
Id 801,Item 5
Id 947,Item 5
Id 157,Item 27
Id 898,Item 44
Id 321,Item 23
Id 504,Item 6
Id 622,Item 55
Id 69,Item 42
Id 515,Item 21
Id 896,Item 77
Id 541,Item 37
Id 132,Item 31
Id 507,Item 35
Id 903,Item 56
Id 77,Item 11
Id 481,Item 67
Id 841,Item 79
Id 655,Item 56
Id 431,Item 2
Id 72,Item 70
Id 692,Item 9
Id 455,Item 30
Id 156,Item 5
Id 777,Item 24
Id 303,Item 51
Id 405,Item 70
Id 17,Item 29
Id 519,Item 24
Id 208,Item 13
Id 904,Item 21
Id 501,Item 34
Id 561,Item 42
Id 244,Item 57
Id 854,Item 77
Id 220,Item 66
Id 89,Item 68
Id 278,Item 64
Id 979,Item 31
Id 261,Item 75
Id 199,Item 33
Id 474,Item 35
Id 779,Item 9
Id 233,Item 40
Id 222,Item 55
Id 555,Item 28
Id 22,Item 75
Id 219,Item 66
Id 119,Item 38
Id 669,Item 74
Id 94,Item 9
Id 42,Item 50
Id 549,Item 66
Id 126,Item 40
Id 517,Item 18
Id 659,Item 4
Id 65,Item 45
Id 654,Item 58
Id 448,Item 49
Id 36,Item 56
Id 438,Item 77
Id 415,Item 63
Id 476,Item 12
Id 947,Item 17
Id 938,Item 26
Id 478,Item 35
Id 222,Item 52
Id 623,Item 47
Id 293,Item 21
Id 122,Item 58
Id 171,Item 47
Id 792,Item 66
Id 20,Item 11
Id 17,Item 58
Id 939,Item 32
Id 436,Item 54
Id 543,Item 73
Id 400,Item 31
Id 402,Item 60
Id 46,Item 66
Id 189,Item 67
Id 110,Item 5
Id 139,Item 70
Id 703,Item 14
Id 1000,Item 54
Id 394,Item 34
Id 439,Item 77
Id 257,Item 17
Id 249,Item 71
Id 556,Item 15
Id 387,Item 70
Id 405,Item 71
Id 438,Item 47
Id 797,Item 22
Id 198,Item 53
Id 819,Item 3
Id 142,Item 39
Id 103,Item 36
Id 5,Item 27
Id 634,Item 54
Id 105,Item 41
Id 71,Item 13
Id 703,Item 53
Id 709,Item 2
Id 547,Item 76
Id 109,Item 64
Id 215,Item 44
Id 712,Item 28
Id 639,Item 76
Id 783,Item 57
Id 751,Item 41
Id 947,Item 48
Id 363,Item 52
Id 970,Item 26
Id 938,Item 58
Id 781,Item 31
Id 973,Item 76
Id 140,Item 60
Id 436,Item 8
Id 928,Item 33
Id 207,Item 71
Id 478,Item 75
Id 737,Item 52
Id 101,Item 80
Id 468,Item 56
Id 643,Item 4
Id 452,Item 15
Id 99,Item 24
Id 123,Item 14
Id 153,Item 12
Id 905,Item 48
Id 924,Item 37
Id 692,Item 9
Id 348,Item 60
Id 314,Item 7
Id 441,Item 5
Id 544,Item 69
Id 766,Item 42
Id 29,Item 3
Id 432,Item 39
Id 904,Item 26
Id 967,Item 19
Id 473,Item 66
Id 423,Item 80
Id 11,Item 21
Id 673,Item 9
Id 750,Item 19
Id 722,Item 19
Id 231,Item 54
Id 211,Item 70
Id 405,Item 45
Id 268,Item 52
Id 196,Item 3
Id 212,Item 52
Id 690,Item 40
Id 83,Item 80
Id 392,Item 41
Id 9,Item 42
Id 127,Item 64
Id 292,Item 15
Id 628,Item 47
Id 437,Item 46
Id 918,Item 33
Id 558,Item 30
Id 731,Item 43
Id 407,Item 35
Id 618,Item 13
Id 497,Item 59
Id 837,Item 61
Id 594,Item 9
Id 435,Item 39
Id 805,Item 55
Id 872,Item 41
Id 46,Item 65
Id 691,Item 38
Id 318,Item 2
Id 968,Item 33
Id 442,Item 22
Id 344,Item 79
Id 542,Item 14
Id 659,Item 23
Id 459,Item 23
Id 126,Item 80
Id 971,Item 12
Id 357,Item 1
Id 515,Item 59
Id 147,Item 23
Id 182,Item 80
Id 101,Item 3
Id 254,Item 3
Id 568,Item 60
Id 647,Item 78
Id 258,Item 64
Id 951,Item 43
Id 581,Item 60
Id 874,Item 18
Id 186,Item 20
Id 603,Item 64
Id 482,Item 45
Id 942,Item 5
Id 244,Item 4
Id 467,Item 23
Id 753,Item 26
Id 258,Item 35
Id 278,Item 7
Id 346,Item 74
Id 793,Item 23
Id 500,Item 26
Id 448,Item 30
Id 291,Item 64
Id 553,Item 42
Id 269,Item 66
Id 835,Item 53
Id 410,Item 18
Id 275,Item 73
Id 954,Item 38
Id 263,Item 59
Id 969,Item 63
Id 499,Item 9
Id 72,Item 29
Id 714,Item 59
Id 167,Item 41
Id 642,Item 71
Id 686,Item 72
Id 716,Item 60
Id 202,Item 36
Id 897,Item 38
Id 426,Item 22
Id 136,Item 16
Id 714,Item 13
Id 275,Item 76
Id 545,Item 14
Id 355,Item 10
Id 203,Item 76
Id 308,Item 35
Id 438,Item 57
Id 276,Item 58
Id 159,Item 52
Id 424,Item 12
Id 492,Item 59
Id 260,Item 63
Id 851,Item 51
Id 174,Item 55
Id 770,Item 68
Id 124,Item 26
Id 661,Item 41
Id 712,Item 40
Id 668,Item 34
Id 816,Item 70
Id 699,Item 14
Id 152,Item 58
Id 382,Item 46
Id 507,Item 74
Id 477,Item 42
Id 460,Item 80
Id 867,Item 60
Id 777,Item 48
Id 255,Item 53
Id 82,Item 58
Id 833,Item 80
Id 246,Item 4
Id 199,Item 80
Id 921,Item 16
Id 902,Item 18
Id 122,Item 70
Id 233,Item 2
Id 541,Item 60
Id 534,Item 13
Id 254,Item 38
Id 21,Item 13
Id 567,Item 54
Id 174,Item 41
Id 387,Item 50
Id 827,Item 63
Id 550,Item 16
Id 744,Item 30
Id 864,Item 2
Id 759,Item 65
Id 793,Item 7
Id 364,Item 50
Id 261,Item 34
Id 125,Item 36
Id 1,Item 22
Id 807,Item 70
Id 505,Item 75
Id 636,Item 16
Id 267,Item 58
Id 82,Item 22
Id 68,Item 32
Id 791,Item 30
Id 539,Item 71
Id 172,Item 18
Id 250,Item 80
Id 941,Item 75
Id 899,Item 31
Id 525,Item 80
Id 767,Item 56
Id 435,Item 31
Id 519,Item 53
Id 217,Item 49
Id 61,Item 10
Id 259,Item 43
Id 932,Item 80
Id 394,Item 20
Id 405,Item 20
Id 516,Item 14
Id 440,Item 20
Id 618,Item 39
Id 756,Item 79
Id 482,Item 18
Id 785,Item 24
Id 479,Item 44
Id 520,Item 53
Id 816,Item 76
Id 498,Item 38
Id 85,Item 73
Id 327,Item 39
Id 318,Item 22
Id 567,Item 6
Id 281,Item 42
Id 83,Item 69
Id 216,Item 14
Id 933,Item 43
Id 508,Item 1
Id 566,Item 26
Id 186,Item 2
Id 943,Item 37
Id 60,Item 80
Id 940,Item 16
Id 410,Item 23
Id 715,Item 34
Id 93,Item 38
Id 741,Item 77
Id 637,Item 46
Id 858,Item 34
Id 117,Item 76
Id 865,Item 2
Id 904,Item 27
Id 927,Item 69
Id 968,Item 37
Id 717,Item 43
Id 68,Item 40
Id 46,Item 24
Id 125,Item 79
Id 64,Item 38
Id 595,Item 33
Id 634,Item 15
Id 283,Item 44
Id 698,Item 56
Id 701,Item 14
Id 356,Item 9
Id 947,Item 18
Id 976,Item 9
Id 945,Item 51
Id 408,Item 44
Id 955,Item 62
Id 520,Item 18
Id 465,Item 30
Id 684,Item 4
Id 926,Item 71
Id 197,Item 28
Id 358,Item 54
Id 43,Item 26
Id 399,Item 70
Id 597,Item 56
Id 542,Item 6
Id 596,Item 76
Id 743,Item 36
Id 429,Item 14
Id 248,Item 10
Id 541,Item 18
Id 984,Item 19
Id 243,Item 41
Id 941,Item 6
Id 841,Item 52
Id 704,Item 55
Id 623,Item 50
Id 390,Item 7
Id 292,Item 66
Id 273,Item 5
Id 273,Item 60
Id 547,Item 64
Id 199,Item 27
Id 658,Item 41
Id 256,Item 46
Id 872,Item 68
Id 166,Item 16
Id 442,Item 17
Id 147,Item 52
Id 559,Item 49
Id 912,Item 57
Id 704,Item 3
Id 270,Item 78
Id 139,Item 55
Id 603,Item 59
Id 22,Item 59
Id 709,Item 73
Id 342,Item 49
Id 530,Item 47
Id 743,Item 34
Id 862,Item 10
Id 389,Item 16
Id 441,Item 65
Id 17,Item 53
Id 614,Item 4
Id 601,Item 19
Id 383,Item 76
Id 12,Item 79
Id 150,Item 53
Id 260,Item 15
Id 132,Item 48
Id 25,Item 68
Id 644,Item 3
Id 341,Item 29
Id 21,Item 69
Id 18,Item 78
Id 68,Item 28
Id 169,Item 25
Id 320,Item 15
Id 782,Item 34
Id 367,Item 45
Id 986,Item 36
Id 535,Item 54
Id 615,Item 77
Id 853,Item 51
Id 509,Item 53
Id 326,Item 52
Id 555,Item 26
Id 646,Item 49
Id 392,Item 35
Id 292,Item 19
Id 338,Item 50
Id 732,Item 21
Id 343,Item 46
Id 772,Item 79
Id 624,Item 47
Id 161,Item 3
Id 848,Item 30
Id 217,Item 55
Id 257,Item 31
Id 707,Item 62
Id 534,Item 41
Id 461,Item 7
Id 26,Item 53
Id 347,Item 76
Id 97,Item 52
Id 218,Item 61
Id 998,Item 23
Id 21,Item 60
Id 302,Item 30
Id 830,Item 75
Id 891,Item 61
Id 199,Item 23
Id 798,Item 3
Id 705,Item 56
Id 253,Item 48
Id 173,Item 70
Id 611,Item 1
Id 709,Item 44
Id 701,Item 6
Id 264,Item 75
Id 646,Item 46
Id 330,Item 73
Id 241,Item 28
Id 320,Item 45
Id 854,Item 71
Id 213,Item 20
Id 633,Item 11
Id 266,Item 78
Id 57,Item 68
Id 369,Item 76
Id 445,Item 47
Id 871,Item 8
Id 205,Item 30
Id 49,Item 72
Id 636,Item 54
Id 993,Item 44
Id 6,Item 15
Id 982,Item 50
Id 322,Item 8
Id 504,Item 22
Id 845,Item 44
Id 333,Item 11
Id 555,Item 18
Id 101,Item 78
Id 452,Item 30
Id 160,Item 70
Id 227,Item 80
Id 488,Item 30
Id 526,Item 31
Id 384,Item 16
Id 217,Item 71
Id 683,Item 22
Id 223,Item 46
Id 87,Item 42
Id 71,Item 15
Id 615,Item 11
Id 765,Item 9
Id 76,Item 60
Id 220,Item 20
Id 396,Item 53
Id 587,Item 3
Id 140,Item 30
Id 904,Item 54
Id 112,Item 46
Id 200,Item 66
Id 313,Item 15
Id 555,Item 17
Id 446,Item 66
Id 682,Item 38
Id 876,Item 3
Id 975,Item 13
Id 709,Item 38
Id 806,Item 4
Id 167,Item 37
Id 744,Item 47
Id 729,Item 23
Id 809,Item 41
Id 511,Item 19
Id 760,Item 24
Id 954,Item 13
Id 700,Item 64
Id 532,Item 60
Id 46,Item 74
Id 572,Item 31
Id 141,Item 35
Id 234,Item 21
Id 885,Item 36
Id 458,Item 6
Id 394,Item 73
Id 262,Item 22
Id 655,Item 56
Id 495,Item 5
Id 223,Item 55
Id 46,Item 28
Id 604,Item 23
Id 825,Item 74
Id 567,Item 35
Id 135,Item 26
Id 311,Item 31
Id 400,Item 75
Id 668,Item 38
Id 672,Item 27
Id 529,Item 26
Id 474,Item 71
Id 987,Item 46
Id 928,Item 39
Id 236,Item 78
Id 484,Item 80
Id 593,Item 18
Id 735,Item 75
Id 666,Item 50
Id 624,Item 49
Id 338,Item 63
Id 212,Item 54
Id 51,Item 26
Id 350,Item 59
Id 692,Item 22
Id 682,Item 13
Id 180,Item 3
Id 158,Item 12
Id 637,Item 56
Id 784,Item 68
Id 807,Item 31
Id 122,Item 19
Id 325,Item 8
Id 77,Item 65
Id 322,Item 74
Id 818,Item 49
Id 461,Item 1
Id 135,Item 23
Id 845,Item 71
Id 176,Item 14
Id 857,Item 31
Id 771,Item 34
Id 826,Item 45
Id 1,Item 30
Id 626,Item 49
Id 960,Item 75
Id 188,Item 76
Id 21,Item 76
Id 692,Item 34
Id 779,Item 46
Id 948,Item 75
Id 958,Item 47
Id 52,Item 64
Id 967,Item 23
Id 842,Item 51
Id 747,Item 79
Id 384,Item 70
Id 778,Item 11
Id 322,Item 58
Id 733,Item 30
Id 884,Item 79
Id 703,Item 43
Id 254,Item 80
Id 363,Item 45
Id 695,Item 80
Id 300,Item 76
Id 661,Item 56
Id 260,Item 60
Id 833,Item 2
Id 708,Item 38
Id 327,Item 49
Id 163,Item 62
Id 118,Item 76
Id 6,Item 66
Id 90,Item 54
Id 940,Item 77
Id 562,Item 46
Id 782,Item 47
Id 640,Item 38
Id 166,Item 57
Id 80,Item 37
Id 202,Item 7
Id 222,Item 42
Id 962,Item 22
Id 716,Item 34
Id 200,Item 45
Id 79,Item 1
Id 958,Item 50
Id 862,Item 69
Id 264,Item 58
Id 347,Item 57
Id 741,Item 67
Id 454,Item 38
Id 121,Item 35
Id 920,Item 49
Id 523,Item 42
Id 760,Item 66
Id 111,Item 14
Id 421,Item 49
Id 983,Item 54
Id 860,Item 66
Id 493,Item 23
Id 847,Item 21
Id 485,Item 13
Id 212,Item 2
Id 263,Item 52
Id 441,Item 64
Id 246,Item 77
Id 916,Item 56
Id 710,Item 44
Id 48,Item 44
Id 403,Item 71
Id 106,Item 17
Id 703,Item 67
Id 293,Item 6
Id 961,Item 5
Id 801,Item 14
Id 886,Item 73
Id 411,Item 35
Id 591,Item 33
Id 275,Item 2
Id 900,Item 34
Id 320,Item 46
Id 898,Item 32
Id 249,Item 26
Id 234,Item 56
Id 517,Item 59
Id 654,Item 58
Id 957,Item 49
Id 753,Item 64
Id 764,Item 47
Id 518,Item 19
Id 91,Item 69
Id 676,Item 22
Id 541,Item 24
Id 67,Item 60
Id 310,Item 15
Id 348,Item 7
Id 525,Item 63
Id 331,Item 54
Id 440,Item 15
Id 431,Item 49
Id 451,Item 80
Id 474,Item 78
Id 147,Item 30
Id 764,Item 52
Id 151,Item 8
Id 102,Item 70
Id 22,Item 38
Id 30,Item 32
Id 448,Item 8
Id 232,Item 10
Id 827,Item 66
Id 784,Item 56
Id 974,Item 55
Id 777,Item 66
Id 327,Item 4
Id 861,Item 21
Id 210,Item 43
Id 665,Item 11
Id 578,Item 48
Id 960,Item 26
Id 829,Item 26
Id 245,Item 55
Id 51,Item 70
Id 781,Item 19
Id 954,Item 38
Id 495,Item 74
Id 495,Item 49
Id 77,Item 37
Id 47,Item 53
Id 553,Item 58
Id 963,Item 76
Id 458,Item 27
Id 708,Item 67
Id 37,Item 24
Id 564,Item 44
Id 142,Item 5
Id 957,Item 36
Id 182,Item 67
Id 361,Item 12
Id 282,Item 54
Id 453,Item 64
Id 860,Item 32
Id 771,Item 60
Id 690,Item 36
Id 105,Item 8
Id 785,Item 11
Id 16,Item 4
Id 994,Item 15
Id 383,Item 27
Id 925,Item 32
Id 719,Item 41
Id 353,Item 69
Id 226,Item 53
Id 45,Item 65
Id 909,Item 17
Id 963,Item 43
Id 411,Item 59
Id 378,Item 47
Id 253,Item 80
Id 572,Item 16
Id 716,Item 77
Id 181,Item 32
Id 87,Item 58
Id 251,Item 13
Id 945,Item 50
Id 741,Item 55
Id 896,Item 46
Id 877,Item 80
Id 962,Item 75
Id 789,Item 30
Id 592,Item 19
Id 664,Item 76
Id 241,Item 10
Id 789,Item 18
Id 525,Item 72
Id 709,Item 46
Id 969,Item 5
Id 835,Item 79
Id 896,Item 21
Id 285,Item 52
Id 309,Item 31
Id 184,Item 53
Id 799,Item 77
Id 47,Item 60
Id 929,Item 78
Id 866,Item 2
Id 110,Item 74
Id 134,Item 13
Id 82,Item 14
Id 418,Item 66
Id 801,Item 42
Id 915,Item 6
Id 868,Item 2
Id 521,Item 44
Id 450,Item 23
Id 495,Item 75
Id 447,Item 46
Id 935,Item 40
Id 268,Item 58
Id 57,Item 27
Id 829,Item 35
Id 43,Item 3
Id 216,Item 23
Id 347,Item 48
Id 506,Item 28
Id 3,Item 42
Id 126,Item 46
Id 67,Item 52
Id 41,Item 30
Id 483,Item 29
Id 726,Item 43
Id 974,Item 6
Id 79,Item 40
Id 264,Item 38
Id 432,Item 31
Id 385,Item 38
Id 653,Item 37
Id 70,Item 62
Id 433,Item 12
Id 143,Item 25
Id 292,Item 77
Id 816,Item 52
Id 65,Item 42
Id 727,Item 30
Id 648,Item 66
Id 827,Item 31
Id 318,Item 50
Id 369,Item 22
Id 295,Item 44
Id 225,Item 34
Id 808,Item 52
Id 208,Item 62
Id 22,Item 4
Id 29,Item 64
Id 332,Item 27
Id 373,Item 54
Id 552,Item 5
Id 611,Item 26
Id 765,Item 57
Id 419,Item 30
Id 927,Item 31
Id 886,Item 52
Id 222,Item 8
Id 21,Item 71
Id 497,Item 75
Id 900,Item 53
Id 46,Item 22
Id 211,Item 80
Id 148,Item 16
Id 982,Item 31
Id 756,Item 59
Id 512,Item 53
Id 433,Item 80
Id 599,Item 75
Id 150,Item 35
Id 6,Item 72
Id 660,Item 49
Id 498,Item 54
Id 422,Item 34
Id 606,Item 4
Id 24,Item 80
Id 876,Item 66
Id 94,Item 70
Id 577,Item 25
Id 840,Item 7
Id 634,Item 37
Id 252,Item 24
Id 564,Item 47
Id 599,Item 44
Id 567,Item 78
Id 878,Item 10
Id 294,Item 60
Id 476,Item 25
Id 18,Item 72
Id 640,Item 59
Id 191,Item 58
Id 503,Item 75
Id 128,Item 32
Id 373,Item 9
Id 697,Item 74
Id 824,Item 9
Id 236,Item 24
Id 605,Item 39
Id 770,Item 4
Id 704,Item 26
Id 162,Item 22
Id 798,Item 32
Id 489,Item 17
Id 873,Item 73
Id 915,Item 66
Id 905,Item 14
Id 43,Item 44
Id 445,Item 36
Id 974,Item 22
Id 170,Item 29
Id 955,Item 3
Id 754,Item 4
Id 526,Item 62
Id 979,Item 41
Id 269,Item 53
Id 106,Item 66
Id 755,Item 54
Id 473,Item 43
Id 977,Item 47
Id 751,Item 15
Id 374,Item 35
Id 772,Item 55
Id 918,Item 3
Id 24,Item 62
Id 214,Item 11
Id 508,Item 19
Id 848,Item 20
Id 858,Item 41
Id 963,Item 15
Id 575,Item 69
Id 383,Item 45
Id 113,Item 28
Id 204,Item 15
Id 254,Item 8
Id 310,Item 20
Id 56,Item 24
Id 750,Item 71
Id 950,Item 34
Id 942,Item 33
Id 840,Item 5
Id 810,Item 74
Id 552,Item 16
Id 202,Item 58
Id 671,Item 23
Id 943,Item 49
Id 203,Item 59
Id 685,Item 43
Id 302,Item 71
Id 785,Item 19
Id 619,Item 41
Id 260,Item 34
Id 357,Item 79
Id 468,Item 39
Id 762,Item 19
Id 629,Item 53
Id 61,Item 50
Id 87,Item 60
Id 993,Item 9
Id 852,Item 74
Id 219,Item 53
Id 487,Item 27
Id 104,Item 64
Id 241,Item 51
Id 602,Item 39
Id 968,Item 50
Id 627,Item 15
Id 313,Item 79
Id 289,Item 38
Id 385,Item 62
Id 648,Item 78
Id 333,Item 63
Id 571,Item 18
Id 629,Item 46
Id 48,Item 31
Id 230,Item 51
Id 175,Item 17
Id 389,Item 57
Id 334,Item 45
Id 660,Item 6
Id 175,Item 17
Id 884,Item 72
Id 266,Item 11
Id 786,Item 39
Id 631,Item 77
Id 922,Item 40
Id 207,Item 62
Id 309,Item 59
Id 703,Item 65
Id 457,Item 38
Id 763,Item 52
Id 40,Item 80
Id 98,Item 19
Id 887,Item 35
Id 233,Item 64
Id 499,Item 15
Id 907,Item 18
Id 762,Item 19
Id 51,Item 15
Id 132,Item 37
Id 530,Item 79
Id 143,Item 26
Id 637,Item 54
Id 700,Item 70
Id 848,Item 4
Id 470,Item 44
Id 254,Item 10
Id 339,Item 35
Id 88,Item 4
Id 865,Item 47
Id 392,Item 75
Id 783,Item 4
Id 387,Item 19
Id 359,Item 57
Id 263,Item 74
Id 475,Item 22
Id 340,Item 58
Id 184,Item 29
Id 389,Item 9
Id 680,Item 77
Id 862,Item 64
Id 116,Item 5
Id 803,Item 28
Id 619,Item 9
Id 600,Item 50
Id 640,Item 76
Id 259,Item 31
Id 20,Item 42
Id 397,Item 20
Id 803,Item 34
Id 203,Item 34
Id 186,Item 35
Id 19,Item 46
Id 460,Item 47
Id 337,Item 29
Id 883,Item 65
Id 616,Item 22
Id 84,Item 68
Id 85,Item 22
Id 172,Item 40
Id 687,Item 39
Id 512,Item 60
Id 242,Item 34
Id 323,Item 3
Id 816,Item 44
Id 455,Item 73
Id 28,Item 38
Id 1,Item 63
Id 317,Item 14
Id 780,Item 3
Id 286,Item 52
Id 635,Item 37
Id 74,Item 53
Id 983,Item 12
Id 129,Item 70
Id 892,Item 63
Id 483,Item 45
Id 285,Item 11
Id 112,Item 71
Id 880,Item 35
Id 919,Item 67
Id 49,Item 10
Id 245,Item 42
Id 769,Item 34
Id 971,Item 1
Id 702,Item 7
Id 271,Item 24
Id 621,Item 18
Id 599,Item 24
Id 266,Item 40
Id 671,Item 9
Id 70,Item 10
Id 379,Item 5
Id 254,Item 76
Id 56,Item 25
Id 717,Item 55
Id 305,Item 63
Id 844,Item 44
Id 65,Item 40
Id 639,Item 74
Id 599,Item 47
Id 521,Item 14
Id 644,Item 11
Id 828,Item 36
Id 693,Item 24
Id 155,Item 24
Id 184,Item 69
Id 417,Item 62
Id 680,Item 76
Id 833,Item 5
Id 123,Item 52
Id 805,Item 73
Id 487,Item 7
Id 340,Item 73
Id 655,Item 6
Id 707,Item 77
Id 523,Item 19
Id 916,Item 77
Id 602,Item 55
Id 27,Item 44
Id 162,Item 5
Id 455,Item 62
Id 72,Item 14
Id 525,Item 14
Id 765,Item 9
Id 390,Item 6
Id 70,Item 26
Id 402,Item 9
Id 620,Item 46
Id 879,Item 14
Id 580,Item 52
Id 860,Item 21
Id 717,Item 38
Id 600,Item 49
Id 371,Item 30
Id 562,Item 76
Id 103,Item 53
Id 345,Item 22
Id 467,Item 53
Id 595,Item 3
Id 846,Item 14
Id 371,Item 14
Id 180,Item 3
Id 289,Item 41
Id 423,Item 19
Id 179,Item 24
Id 828,Item 74
Id 159,Item 2
Id 564,Item 13
Id 209,Item 71
Id 12,Item 36
Id 74,Item 29
Id 996,Item 31
Id 391,Item 9
Id 827,Item 61
Id 561,Item 13
Id 455,Item 73
Id 807,Item 35
Id 596,Item 60
Id 398,Item 27
Id 722,Item 60
Id 618,Item 23
Id 925,Item 76
Id 351,Item 12
Id 192,Item 41
Id 718,Item 62
Id 779,Item 16
Id 329,Item 29
Id 208,Item 31
Id 398,Item 12
Id 325,Item 79
Id 970,Item 46
Id 432,Item 23
Id 455,Item 46
Id 23,Item 11
Id 704,Item 52
Id 889,Item 70
Id 199,Item 78
Id 574,Item 30
Id 745,Item 63
Id 277,Item 1
Id 351,Item 35
Id 953,Item 52
Id 430,Item 70
Id 674,Item 53
Id 359,Item 5
Id 939,Item 51
Id 442,Item 27
Id 521,Item 43
Id 921,Item 41
Id 521,Item 24
Id 674,Item 50
Id 719,Item 32
Id 307,Item 40
Id 570,Item 58
Id 969,Item 28
Id 696,Item 4
Id 996,Item 51
Id 618,Item 65
Id 328,Item 4
Id 327,Item 31
Id 522,Item 34
Id 170,Item 75
Id 840,Item 60
Id 239,Item 42
Id 754,Item 55
Id 457,Item 69
Id 310,Item 57
Id 942,Item 6
Id 996,Item 75
Id 476,Item 32
Id 98,Item 63
Id 314,Item 29
Id 860,Item 74
Id 933,Item 33
Id 654,Item 77
Id 941,Item 78
Id 335,Item 62
Id 812,Item 56
Id 662,Item 9
Id 965,Item 11
Id 374,Item 29
Id 90,Item 44
Id 883,Item 11
Id 572,Item 19
Id 508,Item 76
Id 93,Item 74
Id 250,Item 22
Id 263,Item 68
Id 56,Item 69
Id 923,Item 13
Id 926,Item 7
Id 385,Item 80
Id 203,Item 38
Id 654,Item 21
Id 233,Item 31
Id 587,Item 18
Id 876,Item 46
Id 655,Item 26
Id 922,Item 3
Id 695,Item 52
Id 267,Item 22
Id 110,Item 60
Id 484,Item 68
Id 720,Item 43
Id 614,Item 76
Id 383,Item 80
Id 495,Item 42
Id 45,Item 59
Id 739,Item 66
Id 586,Item 8
Id 310,Item 2
Id 676,Item 47
Id 308,Item 54
Id 939,Item 46
Id 368,Item 67
Id 589,Item 18
Id 65,Item 58
Id 454,Item 9
Id 407,Item 23
Id 190,Item 76
Id 662,Item 71
Id 38,Item 58
Id 98,Item 40
Id 821,Item 61
Id 219,Item 43
Id 724,Item 73
Id 800,Item 60
Id 444,Item 29
Id 943,Item 67
Id 624,Item 47
Id 666,Item 41
Id 167,Item 32
Id 367,Item 31
Id 636,Item 29
Id 380,Item 73
Id 979,Item 54
Id 305,Item 57
Id 600,Item 3
Id 413,Item 29
Id 859,Item 7
Id 948,Item 64
Id 892,Item 60
Id 870,Item 47
Id 790,Item 30
Id 27,Item 39
Id 621,Item 28
Id 259,Item 2
Id 854,Item 14
Id 890,Item 45
Id 16,Item 5
Id 552,Item 59
Id 934,Item 46
Id 63,Item 20
Id 833,Item 74
Id 644,Item 80
Id 850,Item 64
Id 286,Item 56
Id 675,Item 79
Id 840,Item 4
Id 410,Item 19
Id 362,Item 39
Id 110,Item 55
Id 712,Item 55
Id 250,Item 32
Id 327,Item 21
Id 882,Item 73
Id 843,Item 39
Id 910,Item 50
Id 524,Item 16
Id 15,Item 27
Id 743,Item 64
Id 800,Item 36
Id 796,Item 53
Id 59,Item 29
Id 125,Item 36
Id 913,Item 60
Id 887,Item 39
Id 44,Item 4
Id 664,Item 11
Id 931,Item 67
Id 205,Item 21
Id 502,Item 47
Id 938,Item 68
Id 914,Item 50
Id 260,Item 38
Id 125,Item 25
Id 722,Item 12
Id 778,Item 7
Id 278,Item 45
Id 504,Item 59
Id 294,Item 46
Id 909,Item 74
Id 639,Item 80
Id 277,Item 24
Id 55,Item 76
Id 247,Item 5
Id 892,Item 52
Id 554,Item 62
Id 132,Item 71
Id 452,Item 11
Id 313,Item 54
Id 376,Item 57
Id 921,Item 5
Id 616,Item 36
Id 277,Item 1
Id 425,Item 18
Id 120,Item 53
Id 673,Item 24
Id 296,Item 31
Id 503,Item 5
Id 625,Item 39
Id 346,Item 62
Id 784,Item 17
Id 931,Item 3
Id 833,Item 57
Id 128,Item 22
Id 150,Item 26
Id 653,Item 58
Id 932,Item 5
Id 953,Item 30
Id 892,Item 15
Id 510,Item 8
Id 377,Item 73
Id 844,Item 20
Id 987,Item 64
Id 871,Item 20
Id 398,Item 24
Id 927,Item 5
Id 503,Item 54
Id 909,Item 3
Id 178,Item 24
Id 64,Item 6
Id 794,Item 41
Id 706,Item 54
Id 631,Item 43
Id 744,Item 28
Id 704,Item 55
Id 649,Item 23
Id 734,Item 64
Id 205,Item 19
Id 305,Item 34
Id 956,Item 24
Id 532,Item 24
Id 432,Item 16
Id 655,Item 49
Id 243,Item 76
Id 443,Item 42
Id 383,Item 22
Id 13,Item 66
Id 233,Item 2
Id 376,Item 31
Id 662,Item 5
Id 16,Item 6
Id 921,Item 30
Id 167,Item 72
Id 114,Item 2
Id 359,Item 57
Id 627,Item 78
Id 778,Item 19
Id 747,Item 28
Id 895,Item 63
Id 687,Item 72
Id 856,Item 47
Id 904,Item 27
Id 999,Item 61
Id 87,Item 63
Id 352,Item 21
Id 192,Item 10
Id 652,Item 58
Id 27,Item 38
Id 973,Item 37
Id 620,Item 24
Id 781,Item 44
Id 194,Item 53
Id 657,Item 9
Id 291,Item 8
Id 365,Item 56
Id 724,Item 49
Id 524,Item 15
Id 352,Item 41
Id 147,Item 70
Id 138,Item 75
Id 257,Item 63
Id 594,Item 74
Id 329,Item 35
Id 683,Item 16
Id 213,Item 49
Id 287,Item 74
Id 591,Item 18
Id 161,Item 14
Id 993,Item 28
Id 732,Item 42
Id 763,Item 30
Id 70,Item 40
Id 158,Item 72
Id 577,Item 76
Id 432,Item 79
Id 636,Item 24
Id 76,Item 72
Id 945,Item 75
Id 656,Item 6
Id 2,Item 2
Id 71,Item 66
Id 446,Item 49
Id 431,Item 23
Id 602,Item 23
