FAKEID,Y3defect,Y2G5,Y2G4,Y2G3,Y2G2,Y2G1,Y2price,YEARS,BACKER,AGE,INCOME,GNDR,OWNHOME,SPORT,PCTMARR,HOMEVAL
986A29SE,,1,0,0,0,0,25,1,1,78,1,0,1,0,50,61
896M88RY,,0,1,0,1,1,15,11,1,63,1,1,1,0,71,77
051Z92UK,,0,0,1,1,0,15,2,0,63,3,1,0,0,22,195
966P86ZA,,0,0,1,1,1,15,4,1,63,3,0,0,0,61,44
207I20XO,,0,1,0,1,1,50,4,0,63,3,0,0,0,72,380
603L54JG,,0,0,1,0,0,50,8,1,80,3,1,0,0,52,70
387X10LY,,0,0,1,1,0,15,11,1,42,0,1,1,0,47,42
529P78YS,,0,1,1,1,0,15,3,0,63,5,1,1,0,55,98
966N39BV,,1,0,0,1,0,50,3,0,38,6,0,1,0,69,62
493Z12MG,,0,1,0,0,1,15,11,1,54,4,0,1,0,67,47
960W95WT,,0,1,0,0,0,15,1,1,82,1,1,1,0,65,59
260K78WC,,0,1,0,0,1,15,3,0,55,6,1,1,0,58,234
730V83IU,,0,1,1,1,0,25,9,1,63,3,0,0,0,68,41
157E33HL,,0,1,0,0,0,25,1,0,75,3,1,0,0,65,110
922E05XV,,0,1,1,1,1,25,9,1,74,4,0,1,0,51,86
539H24LV,,0,1,0,1,0,15,3,0,78,1,0,1,0,58,61
014K17JL,,0,1,0,1,0,25,11,1,67,1,0,1,0,55,44
923L44OT,,0,1,1,1,0,15,10,1,63,0,1,1,0,70,99
090P26NH,,0,1,1,0,1,25,6,0,51,2,0,1,0,74,119
169O74QE,,0,0,1,1,1,15,3,0,63,4,1,1,0,69,85
145T73EP,,0,1,0,0,1,15,4,0,63,3,1,0,0,65,202
062Z78US,,0,0,0,1,1,15,5,0,61,1,0,1,0,44,167
542G36IS,,0,0,1,1,0,15,4,1,24,6,0,1,0,35,147
057K25EX,,0,0,0,0,1,15,4,0,30,3,1,1,0,79,102
458G83PV,,0,0,1,0,1,15,7,0,77,1,0,1,0,54,52
178I92XB,,0,0,0,0,1,15,3,0,38,4,0,1,0,44,100
507K85HT,,0,1,1,1,1,15,11,1,91,0,0,1,0,47,51
789F62VL,,1,1,1,1,1,15,4,1,66,2,0,1,0,70,77
741G10FF,,0,1,1,1,1,25,8,1,39,2,1,1,0,68,102
927X95PY,,0,0,0,0,1,25,9,1,50,5,1,1,0,89,178
883G42AG,,0,0,0,1,1,15,6,1,70,3,1,1,0,73,73
763R03XS,,0,1,1,1,0,25,8,0,63,1,0,1,0,64,48
697H91FI,,0,0,1,0,0,15,3,0,74,3,1,1,0,43,35
418W71OB,,0,1,0,0,1,15,8,0,63,2,0,1,0,40,91
255U37WS,,0,0,1,1,0,25,2,0,63,2,0,1,0,54,75
393Z84HP,,0,0,0,0,1,25,5,0,53,4,0,1,0,60,93
059O54UV,,0,1,0,1,1,15,5,1,35,1,0,1,0,61,52
102W14VZ,,1,0,0,1,0,25,8,1,42,0,0,1,0,55,50
467Y40SM,,0,1,1,1,1,15,9,1,87,4,1,1,0,34,52
638G22ZK,,0,1,0,0,0,15,1,0,80,0,1,1,2,58,45
053P05FE,,0,0,1,0,0,25,9,0,80,1,1,1,0,57,47
745T65IY,,0,1,1,1,1,15,4,0,63,3,0,0,0,69,375
697M05WZ,,0,1,0,0,1,25,4,0,42,5,0,1,0,65,254
825U06VC,,0,1,0,0,0,15,2,0,46,3,1,1,0,64,75
420L99KM,,0,1,1,0,1,25,5,0,55,3,1,0,0,52,162
467Q97TK,,0,1,1,0,0,15,6,1,44,6,0,1,0,53,54
196G75ZS,,0,1,1,0,0,15,10,1,48,4,1,1,0,69,80
497H36IV,,0,0,0,1,1,25,4,0,76,3,0,1,0,64,63
865F09RL,,0,0,0,0,1,15,4,0,46,4,0,1,0,48,40
769F97UE,,0,0,1,0,0,25,9,1,81,4,0,1,1,25,32
332L82WM,,0,1,1,1,1,15,7,1,70,1,1,1,0,54,36
731X88BM,,0,0,1,1,1,15,3,0,60,0,0,1,0,45,50
151X47TG,,0,0,1,0,1,25,10,1,56,0,0,1,0,68,54
831N69ZF,,0,1,0,1,0,25,3,0,63,4,1,1,0,65,87
247T70XX,,0,1,1,0,1,50,5,0,87,3,0,0,0,0,0
721K16AY,,0,0,0,0,1,15,8,1,80,3,1,1,0,63,78
345X61PK,,0,1,0,0,0,15,4,0,82,0,0,1,0,47,70
202P55XP,,0,1,0,1,0,15,3,1,66,0,0,1,0,49,50
955F80MD,,0,1,1,0,0,25,4,0,77,1,1,1,0,54,64
546L42OS,,1,1,0,1,1,15,3,0,63,3,1,0,0,62,37
041B52XL,,0,1,1,1,1,15,1,0,68,1,1,1,0,49,35
911L43FZ,,0,0,0,1,0,25,10,0,63,3,1,0,0,67,156
479P76AX,,0,1,0,0,1,15,4,0,63,3,1,1,0,46,293
843X48WS,,0,0,0,1,0,25,2,0,35,1,1,1,0,51,86
981Z93LH,,0,0,0,1,0,50,10,1,86,1,1,1,0,63,49
809R85CA,,0,0,0,1,1,25,3,0,63,3,0,0,0,57,93
763M18TY,,1,0,1,0,1,50,10,1,86,4,0,1,0,59,83
575P46KN,,1,0,1,1,0,15,7,1,58,5,1,1,0,42,142
218B05KH,,0,1,1,1,0,25,6,0,40,4,0,1,0,64,57
140N13TB,,0,1,0,1,0,15,8,0,70,3,0,1,0,62,48
525I02LV,,0,1,1,1,0,15,5,1,82,0,0,1,0,56,47
152Y97CI,,1,1,0,1,1,15,11,1,84,2,0,1,0,69,42
475N07UH,,0,0,0,0,1,15,10,1,76,0,1,1,0,41,116
819E92AV,,0,1,1,1,0,15,10,1,63,0,1,1,0,69,34
183R78ZU,,1,1,0,0,0,25,3,0,50,6,0,1,0,67,208
166K51QK,,1,1,0,0,0,15,5,1,39,4,1,1,0,67,66
276L22TG,,1,1,0,1,1,50,4,1,63,3,1,0,0,59,54
649I55EE,,1,1,1,0,1,15,3,0,63,2,0,1,0,56,38
085Y64VM,,0,0,0,1,1,15,9,0,56,3,0,1,1,64,337
502H57LH,,0,1,1,1,1,15,6,1,51,2,0,1,0,45,107
090D03KT,,0,1,0,1,1,15,9,1,86,4,0,1,0,76,116
935M35PA,,0,0,1,1,0,25,1,0,50,3,1,1,0,70,73
016M76VY,,0,1,0,1,1,50,6,1,54,3,0,1,0,66,75
616M92FB,,0,0,0,1,1,25,5,0,54,4,0,1,0,59,94
825T70ZJ,,1,1,0,1,1,50,3,0,50,6,1,1,0,67,151
224F19XG,,0,1,1,1,0,25,4,1,33,3,1,0,0,56,120
756X37IK,,0,0,0,1,0,15,8,1,78,0,0,1,0,62,140
604O34NY,,0,1,0,0,1,15,4,0,57,6,0,1,0,71,125
577F35ZP,,0,1,1,1,1,25,10,1,46,2,0,1,0,73,121
671H73AS,,0,1,1,0,1,25,9,0,49,2,1,1,0,60,51
182W65PK,,0,1,0,1,1,15,3,0,56,2,0,1,0,26,102
127P53ZM,,0,0,0,1,0,15,1,0,63,3,0,1,0,54,100
570Y99OM,,0,0,1,0,1,25,3,0,29,4,0,1,0,58,80
784A82PH,,0,1,0,1,0,25,4,0,56,3,0,1,0,62,99
173M89QN,,0,1,1,0,0,25,7,1,67,4,0,1,0,80,221
235E19RX,,1,1,0,1,0,15,6,0,62,1,0,1,0,70,36
399C73FQ,,0,1,0,1,1,25,3,0,63,3,1,1,0,73,220
280R44VK,,0,0,1,1,0,15,2,0,63,3,1,0,0,67,94
734S37VI,,1,1,1,1,0,15,5,1,70,1,0,1,0,51,48
065A90YG,,1,0,1,1,1,15,10,1,48,4,1,1,0,26,26
706J88XI,,0,1,1,1,1,15,9,1,24,5,0,1,0,59,52
113D96XF,,1,1,1,0,1,15,5,1,74,3,0,1,0,72,74
414R20ZO,,0,0,0,1,1,15,10,0,52,3,1,1,0,70,33
061S43LK,,0,0,1,1,0,50,1,0,66,4,1,1,1,80,90
469W66TX,,0,0,0,1,1,15,4,1,63,3,0,0,0,46,142
510K22YJ,,0,0,1,1,0,25,2,0,63,3,0,0,0,70,54
269H32MY,,0,0,0,1,1,25,5,0,39,3,1,0,0,67,197
162V67RA,,1,0,1,1,1,50,3,1,67,4,1,1,0,43,94
753L39NN,,0,1,1,0,1,15,11,1,49,5,0,1,0,72,137
873A90IO,,0,1,0,1,1,15,4,1,70,3,1,1,0,77,91
423N76FR,,0,0,0,1,0,15,9,0,63,4,0,1,0,78,124
359V42UF,,0,1,0,0,1,15,4,0,68,2,1,1,0,74,154
025Z94NZ,,0,0,1,1,0,25,5,0,64,1,0,1,0,71,74
298M13XR,,0,0,0,0,1,15,10,1,64,1,0,1,0,63,54
769F23EP,,0,0,0,1,0,25,4,0,58,6,1,1,0,65,76
467A06OO,,0,0,1,0,1,15,11,1,87,0,0,1,0,44,69
729D16EI,,0,1,1,0,0,25,7,0,52,6,1,1,0,45,114
513S49GO,,1,1,1,0,1,15,6,1,63,3,0,0,0,67,462
076S46VL,,0,1,0,0,0,25,4,0,52,4,0,1,0,67,102
152M05VG,,1,1,0,1,0,25,4,0,64,5,1,1,0,68,241
443T05DW,,0,0,0,1,0,15,11,1,89,1,1,1,1,55,73
926W96HY,,0,0,1,1,0,25,1,0,57,5,0,1,0,73,158
666Z50YQ,,0,1,1,0,1,15,10,1,85,3,0,0,0,58,51
913R67XR,,0,0,0,1,0,15,2,0,63,3,1,0,0,73,75
618J53JK,,0,1,0,0,1,25,8,1,69,2,1,1,0,55,45
279C06TB,,0,1,0,0,1,15,4,0,55,3,1,0,0,61,52
442C04TE,,1,0,1,0,1,25,10,1,78,6,0,1,0,73,265
537P87CO,,0,0,0,1,1,15,4,1,63,3,1,0,0,66,122
153Y38ZF,,1,1,0,1,1,25,8,1,58,3,0,0,0,52,206
979B73RS,,0,1,1,1,0,25,9,1,57,6,0,1,0,70,114
387R71EP,,0,1,1,0,1,15,4,0,63,1,1,1,0,43,137
852G27QZ,,0,1,0,0,1,15,4,0,74,2,1,1,0,58,46
444H69GE,,0,0,1,1,0,15,7,1,68,1,0,1,0,42,48
375N92CD,,0,0,0,0,1,25,7,1,46,1,0,1,0,66,44
225V98SV,,0,1,0,1,1,15,4,0,70,4,0,1,0,63,97
929H76YD,,1,1,1,1,0,15,7,1,44,1,0,1,0,63,79
050I87PM,,0,0,0,1,0,15,6,0,63,3,0,0,0,74,225
388E25DU,,1,0,1,1,1,25,4,0,72,4,0,1,0,47,123
310M72EU,,1,1,1,1,0,15,3,0,65,1,0,1,0,50,85
562T28XU,,1,0,1,1,1,50,6,0,63,4,1,1,0,50,106
955K86MU,,0,1,1,1,0,25,6,1,57,4,0,1,0,64,93
780Z15EZ,,0,1,0,0,0,15,7,0,72,1,1,1,0,28,229
874D21XO,,1,0,1,0,1,15,5,1,63,1,0,1,0,66,64
347X40KY,,0,0,0,1,1,50,10,1,72,2,0,1,0,64,47
777E63LV,,1,1,1,0,1,25,11,1,76,6,0,1,0,69,145
579X69WT,,0,1,1,1,1,15,5,1,48,4,0,1,1,50,43
122Y16JN,,0,1,0,0,0,15,1,0,61,3,1,1,0,71,64
981A69OJ,,0,1,0,1,1,25,8,0,79,3,1,0,0,71,327
591K89LB,,0,0,0,1,0,15,1,1,63,3,1,1,0,64,88
871T24LW,,0,0,0,1,0,50,5,1,63,3,1,0,0,43,307
879K72ZX,,1,0,1,0,1,15,3,0,66,1,1,1,0,54,56
040M49NS,,0,1,0,1,1,15,1,0,63,2,0,1,0,69,69
632Y68OQ,,0,1,0,1,0,25,4,0,47,1,1,1,0,67,79
362R99NI,,0,0,1,0,1,25,9,1,50,6,1,1,0,61,98
606G45NF,,0,1,0,1,1,15,3,0,28,2,1,1,0,67,47
966K16CO,,0,1,1,1,1,15,6,0,63,2,1,1,0,67,43
159V67EN,,0,1,1,0,1,25,8,0,61,4,0,1,0,67,63
825G47YD,,0,1,0,1,0,25,4,0,63,1,1,1,1,57,42
068M73TD,,0,1,0,0,1,25,5,0,63,3,1,0,0,65,303
514F01AV,,1,1,0,0,1,25,8,1,42,0,1,1,0,78,89
124K73VW,,0,1,0,0,1,15,11,1,84,1,0,0,0,63,124
142B74ZL,,0,0,0,1,0,15,1,0,36,3,0,0,0,69,67
869Y70TF,,0,0,0,0,1,15,5,0,30,3,0,1,0,65,67
116G10ME,,1,1,1,1,1,15,8,0,41,3,0,1,0,57,64
790C84ZH,,0,1,0,0,1,15,4,0,86,3,0,0,0,48,65
908J91JS,,0,1,1,0,1,15,9,1,81,0,0,1,0,57,71
418Q28EL,,0,0,0,1,1,25,1,0,63,3,1,0,0,85,362
532U80UH,,0,1,0,1,1,25,4,0,42,3,1,0,0,40,50
156Z53XL,,0,1,1,1,1,25,10,0,45,6,1,1,0,72,69
038X00JU,,1,0,1,1,0,15,11,1,63,1,0,1,0,63,48
514F39PM,,0,1,1,0,1,15,5,1,84,0,0,1,0,52,40
794K76KY,,0,0,0,1,0,15,9,1,63,0,0,1,0,62,98
168R45EK,,0,1,1,0,0,25,3,0,68,4,1,1,0,69,217
235K03AI,,0,1,1,1,1,15,4,1,63,6,1,1,0,75,85
965O60CZ,,1,0,0,0,1,15,4,0,46,4,0,1,0,62,127
554M26RN,,0,1,0,0,0,25,1,0,48,4,1,1,0,58,52
875R00OG,,0,1,0,1,0,15,9,1,69,2,0,1,0,61,43
647M52HU,,1,0,0,0,0,25,8,0,66,4,0,1,0,44,73
798O73OZ,,0,0,1,1,0,15,2,0,63,5,0,1,0,67,121
460R83BY,,0,0,1,1,0,50,1,0,42,6,0,1,0,59,249
209B24DE,,0,1,0,0,1,15,4,0,54,6,1,1,0,64,62
367H89RX,,0,1,0,1,1,25,4,0,48,1,1,1,0,51,52
566V21KH,,0,0,0,0,1,15,6,0,40,1,0,1,0,46,33
464B32JV,,0,0,0,1,1,25,4,1,70,1,1,0,0,49,59
274X05NO,,1,1,0,1,0,15,10,1,71,0,0,1,0,67,55
992N25DC,,0,1,0,0,0,25,7,1,58,6,1,1,0,78,139
187D04XP,,1,0,1,0,1,25,9,1,63,1,0,1,0,53,430
128Z35WO,,1,1,1,1,1,25,3,0,63,3,1,0,0,80,247
658K55LZ,,0,0,1,1,1,15,5,0,38,6,0,1,0,45,52
284R83EK,,0,1,1,0,1,15,10,1,66,4,1,1,0,54,90
052F93LI,,0,1,1,1,1,15,11,1,63,3,0,0,0,65,36
477X95OB,,0,0,1,0,0,25,9,1,43,3,1,1,0,72,81
275W71ST,,0,1,0,1,1,15,7,0,66,5,1,1,0,70,35
110M79XY,,0,1,1,1,1,25,3,0,93,5,0,1,1,63,212
158K16QW,,1,0,0,0,1,25,6,1,63,3,0,0,0,33,209
668K95FC,,0,1,1,0,1,15,7,0,59,3,0,0,0,72,74
491Y79JB,,0,1,0,1,0,15,3,0,49,3,1,0,0,64,49
028T90DW,,0,1,1,0,0,25,11,1,63,3,1,0,0,63,75
727X97US,,0,1,0,0,0,25,8,1,59,3,0,1,0,59,89
369W66XQ,,0,1,1,0,0,25,6,1,63,3,1,0,0,55,66
533O26AS,,0,1,1,0,0,25,4,0,81,1,0,1,0,66,116
551J42MA,,0,0,0,1,1,25,4,1,63,3,0,0,0,62,101
830J69NL,,0,0,0,1,0,15,1,0,58,6,1,1,0,73,143
044J19RB,,0,1,1,1,0,15,11,0,81,2,0,1,0,47,84
501P32RD,,0,1,0,0,0,15,4,0,65,3,0,1,0,58,405
848U29PC,,1,1,1,1,0,50,7,1,66,6,1,1,0,56,112
751A82IG,,0,1,1,1,1,15,8,1,29,3,1,1,0,63,56
684E13HR,,1,1,0,0,0,15,9,1,46,1,0,1,0,74,89
123D94NH,,0,0,1,1,1,15,11,1,68,4,0,1,0,66,173
423P47NI,,0,1,0,1,0,25,5,0,63,3,0,0,0,71,271
220D60DU,,0,0,0,1,1,50,3,0,76,3,1,0,0,40,432
047D56XN,,1,1,0,1,1,25,9,1,68,1,1,1,0,68,58
215V98VA,,0,0,1,1,0,25,9,1,63,3,1,0,0,67,87
646E68WT,,0,1,1,0,0,15,10,1,83,0,0,1,0,50,46
857L25WW,,0,0,0,1,0,15,1,0,61,4,1,1,0,78,131
151B27IM,,0,1,0,0,1,15,5,0,71,3,0,1,0,60,49
813J83LP,,1,1,0,1,1,25,9,0,45,3,0,1,0,51,54
722H95AR,,0,1,1,1,0,15,11,1,80,0,0,1,0,44,48
658L79QB,,0,1,0,1,1,50,3,0,63,3,1,0,0,62,46
067O71DM,,0,0,1,1,0,50,6,1,84,4,0,1,0,55,107
353O49VU,,0,1,1,1,0,15,11,1,88,5,1,1,0,55,38
507T74NY,,0,0,1,1,0,25,10,1,79,3,1,1,0,69,90
339L46ME,,0,1,0,0,0,15,6,0,52,3,0,1,0,53,99
274I07OR,,0,0,1,1,1,25,5,1,49,0,0,1,0,55,268
168X86XI,,0,1,1,0,1,15,7,1,73,0,0,1,0,59,76
196J41EJ,,0,0,0,0,1,15,5,0,38,3,0,0,0,70,60
127M82XV,,0,0,1,1,1,15,7,1,62,5,0,1,0,56,79
391U46GJ,,1,0,1,0,1,50,8,1,59,4,1,1,0,64,59
660R90MU,,1,0,0,0,0,25,10,0,63,3,0,0,0,75,120
712A69VS,,0,0,0,1,1,15,9,1,78,3,1,1,0,65,72
041R86VA,,1,1,1,1,0,15,10,0,43,2,0,1,0,68,56
458F69XJ,,0,0,0,1,1,15,7,1,80,1,0,1,0,65,33
359F98ME,,0,1,0,1,1,15,7,0,30,5,1,1,0,60,96
931Q24XQ,,0,1,1,0,1,15,4,0,60,1,0,1,0,54,137
095F61ZK,,0,0,1,0,0,15,2,0,63,3,1,0,0,73,107
231C87ZT,,0,1,0,1,0,25,11,1,64,3,0,1,0,46,136
771R13JE,,0,1,1,0,0,15,6,0,34,3,0,1,0,60,70
184S54TB,,0,1,1,0,0,25,7,0,34,5,1,1,0,63,155
314U71QR,,0,0,0,1,0,15,1,0,63,5,0,1,0,68,92
048O57UQ,,1,1,1,0,1,25,8,1,74,0,0,1,0,65,75
696W02AI,,1,1,1,0,1,15,6,1,63,3,0,0,0,65,153
132U71YH,,0,0,0,0,1,25,4,0,63,3,0,0,0,59,86
575Z40PX,,0,1,1,0,0,15,7,1,58,4,1,1,0,64,84
242W60KI,,0,1,1,1,0,25,5,1,50,3,0,0,0,64,169
230T07PW,,0,1,0,1,0,15,4,0,60,2,0,1,0,65,40
317L56GJ,,0,1,0,0,0,25,3,0,63,3,1,0,0,75,112
447N83AA,,0,1,0,0,1,15,4,0,75,1,0,1,0,53,166
456I62DD,,0,1,0,0,1,15,9,1,66,5,1,1,1,80,281
717X92OJ,,0,1,0,0,0,25,3,0,63,3,0,0,0,68,255
599O94YL,,0,1,0,0,1,15,11,1,63,4,0,1,1,48,83
442H40XP,,0,1,0,0,0,15,8,0,63,4,0,1,0,45,105
402H69PW,,0,0,0,1,0,25,2,0,63,3,0,0,0,47,105
353X97IT,,0,1,0,1,0,25,1,0,63,3,1,0,0,33,0
175P83BA,,0,1,0,1,1,25,10,0,69,0,1,1,0,63,38
250Y36QG,,0,0,0,1,0,15,11,1,84,1,1,1,1,48,54
533O75DM,,1,0,1,0,0,15,5,1,63,0,0,1,0,72,57
073G26XQ,,0,1,0,1,0,15,8,1,45,2,0,1,0,62,63
303H09ZS,,0,0,1,1,1,15,5,0,70,1,0,1,0,74,145
258K20BF,,0,1,0,0,0,15,8,1,35,6,0,1,0,63,57
869Z35YJ,,0,1,0,1,1,50,9,1,84,0,1,0,0,72,41
914S31QG,,1,1,1,1,1,15,4,0,49,5,0,1,0,62,322
601Z18NA,,0,1,0,0,0,15,1,0,83,3,0,0,0,68,52
726P68IP,,0,0,0,1,0,25,1,0,60,4,1,1,0,64,133
718Z73XN,,0,1,0,1,1,15,9,0,63,3,0,1,0,64,150
501S30KO,,0,1,1,1,1,25,11,1,63,5,0,1,0,52,223
450L32YH,,1,1,1,0,0,15,9,1,63,6,0,0,0,65,41
098V67SE,,0,0,0,1,1,15,11,1,71,6,0,1,0,68,112
778U23YG,,1,1,1,0,1,25,3,1,44,4,1,1,0,57,66
838J52YU,,0,1,0,0,0,25,6,0,63,6,0,1,0,57,264
034W91UO,,0,1,0,1,0,15,3,0,63,3,1,0,0,34,0
370A21ZJ,,0,1,0,0,0,50,3,0,57,5,1,1,0,73,108
713J36RU,,0,1,0,0,1,15,11,1,77,1,0,1,0,53,46
724W75SZ,,0,1,1,1,0,15,8,1,84,1,1,1,0,61,62
880B55VH,,0,1,0,1,1,25,11,0,49,4,0,1,0,69,82
665S45ZI,,0,0,0,1,1,15,4,0,89,3,0,0,0,66,46
766E66HQ,,0,0,0,0,1,15,9,1,72,5,0,1,0,66,179
775G78JT,,0,1,1,0,1,15,6,0,63,3,1,0,0,38,344
900T47YW,,0,1,1,1,1,15,4,0,48,0,0,1,0,65,112
256Y06TL,,0,0,0,0,1,25,11,1,63,3,0,0,0,47,54
631T83MH,,0,1,0,0,0,25,1,0,37,5,0,1,0,65,70
984X89FP,,1,1,1,1,0,15,4,1,34,5,0,1,0,58,47
572O66MO,,0,0,0,0,1,15,10,1,71,1,0,0,1,72,195
510U03JU,,1,0,1,0,1,15,8,1,46,3,1,1,0,64,91
906T25TJ,,1,0,0,0,0,25,9,1,54,1,0,1,0,64,47
143G80FC,,0,1,1,0,0,15,3,0,63,3,0,0,0,58,49
298B58DB,,0,1,1,0,0,15,10,1,62,3,1,0,0,53,77
197V68PV,,1,0,0,1,1,25,9,1,66,4,0,1,0,54,146
652P26GI,,0,0,1,1,1,15,5,0,51,3,0,0,0,53,56
091P69NR,,0,1,0,1,1,15,4,0,63,3,1,0,0,71,82
435R12JQ,,0,0,1,0,1,25,8,1,52,4,0,1,0,58,107
920B13VP,,1,1,0,1,1,25,4,1,29,3,0,0,0,51,98
529D74FG,,0,1,0,1,1,25,6,0,63,4,0,1,0,51,201
251P52AF,,0,1,0,0,1,25,3,0,40,4,1,1,0,73,107
316D79WB,,0,0,1,1,1,15,6,0,73,2,0,1,0,73,55
531O96EY,,0,1,0,0,0,15,11,1,62,3,0,0,0,71,155
663Y98VI,,0,1,0,0,1,25,10,1,54,0,1,1,0,62,47
790Z65LR,,0,0,1,1,0,25,2,0,63,3,1,1,0,52,160
589U26YT,,0,1,0,0,1,15,4,0,92,4,1,1,0,74,229
663G07US,,0,0,0,1,0,50,2,0,63,3,0,0,0,66,92
753C04FZ,,1,1,1,0,0,15,3,0,68,2,1,1,0,29,45
863B17PG,,0,0,0,1,0,15,2,0,63,2,0,1,0,70,96
390E12EO,,0,1,1,1,0,15,11,1,52,2,0,1,0,61,41
191A22UE,,0,1,0,1,0,25,6,0,63,1,0,1,0,65,34
793J67SA,,0,1,0,1,1,15,10,0,63,4,0,1,0,53,266
147C73DL,,0,0,0,0,1,25,4,0,78,3,0,0,0,34,275
311J30WL,,0,1,0,0,0,25,7,1,60,1,1,0,0,42,218
127J64VK,,0,1,1,0,1,15,11,1,63,3,0,0,0,66,50
961K54WP,,0,1,1,0,0,15,8,1,63,3,1,0,0,40,108
211O62HF,,1,1,0,1,1,15,6,1,80,0,1,1,0,45,43
276Q27JD,,0,1,0,1,0,50,7,0,73,5,1,1,0,65,163
788O02HZ,,0,0,1,1,1,15,10,1,72,3,0,1,0,66,79
519N32XE,,0,1,0,1,0,25,11,0,63,3,0,0,0,68,63
508K87RX,,0,1,1,1,1,15,4,0,42,3,1,1,0,69,56
016V77YM,,0,1,1,1,1,15,5,0,82,1,0,1,0,32,30
349D45IR,,0,1,0,1,1,15,5,1,63,3,0,0,0,55,89
415N84IC,,0,1,0,1,0,50,4,1,42,2,0,1,0,69,0
751Y55YN,,0,1,0,0,0,15,4,0,34,3,1,1,0,64,81
362E06ZK,,0,0,0,1,1,15,5,1,63,3,1,0,0,43,184
805T77RW,,0,1,0,0,0,15,7,1,83,4,0,1,0,68,93
449R10KG,,0,1,0,1,1,25,8,0,63,3,0,0,0,69,126
457L18FA,,0,1,0,0,1,25,9,0,62,5,0,1,0,61,38
031I30FR,,0,1,0,0,1,15,3,0,74,1,1,1,0,44,63
121Y08GQ,,0,0,0,0,1,25,7,0,68,5,1,1,0,71,81
862Z24IZ,,0,1,1,1,0,15,9,1,71,0,0,1,0,32,25
512Y10BS,,0,0,1,1,0,15,4,0,54,4,0,1,0,68,49
414B45GW,,0,1,0,1,1,25,6,1,63,6,0,1,0,72,193
457O98IK,,0,1,0,1,1,15,6,0,37,4,1,1,0,70,110
374R99SP,,1,1,0,0,0,25,6,1,48,3,0,0,0,66,76
535X56LF,,1,0,1,1,1,15,10,1,67,3,1,0,0,67,36
137A29MU,,0,0,0,1,1,15,3,0,58,0,0,1,0,66,89
180P98GC,,0,1,0,1,1,15,9,1,53,3,1,1,0,63,46
318L67UE,,0,1,0,0,1,15,7,1,63,3,1,0,0,69,76
595I16BB,,0,1,0,0,0,50,1,1,36,3,1,1,0,67,72
651A01LA,,0,1,1,1,1,25,9,0,68,1,1,1,0,74,80
259Q27FN,,1,1,0,1,0,25,4,1,50,0,1,1,0,63,164
246O90KO,,0,1,0,0,0,15,7,1,67,4,1,1,0,56,72
271Y78AN,,0,0,1,0,0,15,1,0,30,3,1,1,0,56,103
316F03FH,,0,0,0,1,0,15,3,0,63,0,1,1,0,58,96
664J54WM,,0,0,1,1,0,15,1,0,40,6,0,1,0,0,0
576I97NQ,,1,0,1,1,1,15,9,0,86,3,1,0,0,45,159
561K30AT,,0,1,0,0,1,15,4,0,77,2,0,1,0,53,33
125E34XI,,0,1,0,1,0,25,7,1,51,0,0,1,0,55,50
135K36XJ,,0,0,0,1,0,50,10,1,63,3,1,1,0,65,119
842R67QQ,,0,1,0,1,0,50,5,1,48,3,0,0,0,69,54
085P31XP,,1,1,0,1,1,15,6,1,63,3,1,1,0,57,109
743E42JK,,1,1,0,0,0,25,3,0,78,0,0,1,0,31,43
225A00IZ,,0,1,0,1,0,25,3,0,69,4,0,1,0,68,84
277X53NW,,0,1,1,1,1,15,10,1,73,2,0,1,0,59,57
311E01MF,,0,0,0,1,0,15,1,1,56,1,0,1,0,59,130
211K06WP,,1,1,1,1,1,25,3,1,53,3,0,0,0,67,142
743X34YJ,,0,1,0,1,0,15,10,1,74,5,1,1,0,36,67
223Y10PG,,0,0,1,1,1,25,11,1,92,4,0,1,0,65,47
573V55DS,,0,1,1,0,1,25,10,1,50,4,0,1,1,48,77
390U83KK,,0,0,0,1,0,15,1,1,54,1,0,1,0,70,56
538P71VY,,0,1,1,0,0,15,11,1,80,1,0,1,0,78,247
486J56QO,,1,0,0,1,1,15,5,1,65,2,1,1,0,56,53
318P16MX,,0,1,0,0,1,15,4,0,88,1,1,1,0,67,63
661F44HU,,0,1,0,0,1,15,6,0,49,3,1,1,0,43,52
733G13FK,,0,0,0,1,0,50,7,1,94,5,1,1,0,67,285
919R54NJ,,0,1,0,1,1,25,9,1,41,4,0,1,0,43,42
876J08AH,,0,0,0,1,1,25,6,1,48,3,1,0,0,51,80
149E02QR,,0,1,0,0,0,25,7,0,80,1,0,1,0,63,96
494F35TU,,1,1,1,0,1,15,7,1,77,4,1,1,0,37,37
794D70LR,,1,1,0,1,1,15,8,1,63,3,0,1,0,50,224
000S62NO,,0,1,1,0,1,50,5,0,42,3,1,1,0,46,61
534J25DB,,0,1,1,1,0,15,10,1,82,1,1,1,0,67,69
340R45LI,,0,1,1,1,1,50,10,1,81,1,0,1,0,56,61
752V50ZJ,,0,0,1,1,0,15,2,1,24,2,0,1,0,66,84
386S12CB,,0,1,0,0,0,15,3,0,63,5,1,1,0,46,138
413I34ZH,,0,1,1,1,0,25,11,1,98,6,0,1,0,60,64
997H96RK,,0,0,1,1,1,15,6,0,40,3,1,0,0,44,90
647O06OO,,0,1,1,1,1,15,11,1,66,1,0,1,0,0,0
933E81QE,,0,1,0,0,1,25,5,0,78,3,1,1,0,68,73
